vehicle_id,timestamp,failure_event,maintenance_event,label_imminent_fault,time_to_failure_min,risk_score,rf_engine_temp_mean,rf_engine_temp_max,rf_engine_temp_std,rf_engine_temp_rate_per_min,rf_battery_voltage_mean,rf_battery_voltage_min,rf_battery_voltage_drop_per_min,rf_brake_wear_current,rf_brake_wear_rate_per_min,rf_tire_pressure_mean_dev,rf_dtc_count,rf_critical_dtc_present,rf_usage_city,rf_usage_highway,rf_usage_mixed,rf_hour_of_day,rf_day_of_week,rf_window_size,rf_window_span_minutes,sequence_length,lstm_sequence
VEH-001,2025-12-13T11:02:30.147108+00:00,0,0,1,0.1668531,0.21296954545454538,88.92272727272727,105.16,8.764020549858788,7.297712852055233,13.30181818181818,11.72,1.0185641911735537,63.37,20.718793959283236,-0.3981818181818181,0,0,0,1,0,11,5,11,0.8345080333333333,11,"[[84.27, 12.87, 46.08, 35.59, 0.0, 0.0, 1.0, 0.0], [77.21, 14.45, 57.81, 29.33, 0.0, 0.0, 1.0, 0.0], [105.16, 12.14, 36.93, 31.27, 0.0, 0.0, 1.0, 0.0], [97.15, 14.51, 67.31, 29.54, 0.0, 0.0, 1.0, 0.0], [81.64, 13.95, 33.61, 32.47, 0.0, 0.0, 1.0, 0.0], [84.87, 14.12, 26.04, 35.05, 0.0, 0.0, 1.0, 0.0], [76.35, 14.27, 75.56, 30.3, 0.0, 0.0, 1.0, 0.0], [98.31, 11.72, 16.42, 28.2, 0.0, 0.0, 1.0, 0.0], [87.91, 14.45, 66.37, 31.8, 0.0, 0.0, 1.0, 0.0], [94.92, 11.82, 6.75, 29.12, 0.0, 0.0, 1.0, 0.0], [90.36, 12.02, 63.37, 34.95, 0.0, 0.0, 1.0, 0.0]]"
VEH-001,2025-12-13T11:02:35.162389+00:00,0,0,1,0.08326508333333332,0.19503416666666662,87.795,105.16,9.186775368249007,-9.67219061665715,13.326666666666666,11.72,-0.7951237781711405,50.79,5.130182185186398,-0.6625,0,0,0,1,0,11,5,12,0.91809605,12,"[[84.27, 12.87, 46.08, 35.59, 0.0, 0.0, 1.0, 0.0], [77.21, 14.45, 57.81, 29.33, 0.0, 0.0, 1.0, 0.0], [105.16, 12.14, 36.93, 31.27, 0.0, 0.0, 1.0, 0.0], [97.15, 14.51, 67.31, 29.54, 0.0, 0.0, 1.0, 0.0], [81.64, 13.95, 33.61, 32.47, 0.0, 0.0, 1.0, 0.0], [84.87, 14.12, 26.04, 35.05, 0.0, 0.0, 1.0, 0.0], [76.35, 14.27, 75.56, 30.3, 0.0, 0.0, 1.0, 0.0], [98.31, 11.72, 16.42, 28.2, 0.0, 0.0, 1.0, 0.0], [87.91, 14.45, 66.37, 31.8, 0.0, 0.0, 1.0, 0.0], [94.92, 11.82, 6.75, 29.12, 0.0, 0.0, 1.0, 0.0], [90.36, 12.02, 63.37, 34.95, 0.0, 0.0, 1.0, 0.0], [75.39, 13.6, 50.79, 28.43, 0.0, 0.0, 1.0, 0.0]]"
VEH-001,2025-12-13T11:02:40.158294+00:00,1,0,1,0.0,0.21270692307692307,87.8876923076923,105.16,8.832206932015398,4.723570590616762,13.328461538461537,11.72,-0.4793475440795023,60.84,14.739936980444687,-0.5307692307692309,0,0,0,1,0,11,5,13,1.0013611333333334,13,"[[84.27, 12.87, 46.08, 35.59, 0.0, 0.0, 1.0, 0.0], [77.21, 14.45, 57.81, 29.33, 0.0, 0.0, 1.0, 0.0], [105.16, 12.14, 36.93, 31.27, 0.0, 0.0, 1.0, 0.0], [97.15, 14.51, 67.31, 29.54, 0.0, 0.0, 1.0, 0.0], [81.64, 13.95, 33.61, 32.47, 0.0, 0.0, 1.0, 0.0], [84.87, 14.12, 26.04, 35.05, 0.0, 0.0, 1.0, 0.0], [76.35, 14.27, 75.56, 30.3, 0.0, 0.0, 1.0, 0.0], [98.31, 11.72, 16.42, 28.2, 0.0, 0.0, 1.0, 0.0], [87.91, 14.45, 66.37, 31.8, 0.0, 0.0, 1.0, 0.0], [94.92, 11.82, 6.75, 29.12, 0.0, 0.0, 1.0, 0.0], [90.36, 12.02, 63.37, 34.95, 0.0, 0.0, 1.0, 0.0], [75.39, 13.6, 50.79, 28.43, 0.0, 0.0, 1.0, 0.0], [89.0, 13.35, 60.84, 33.05, 0.0, 0.0, 1.0, 0.0]]"
VEH-001,2025-12-13T11:02:45.168420+00:00,0,0,0,,0.0998717857142857,87.0592857142857,105.16,9.019824566147706,-7.3557659203554815,13.230714285714285,11.72,0.8388154119703616,2.06,-40.576543335093824,-0.6900000000000003,0,0,0,1,0,11,5,14,1.0848632333333332,14,"[[84.27, 12.87, 46.08, 35.59, 0.0, 0.0, 1.0, 0.0], [77.21, 14.45, 57.81, 29.33, 0.0, 0.0, 1.0, 0.0], [105.16, 12.14, 36.93, 31.27, 0.0, 0.0, 1.0, 0.0], [97.15, 14.51, 67.31, 29.54, 0.0, 0.0, 1.0, 0.0], [81.64, 13.95, 33.61, 32.47, 0.0, 0.0, 1.0, 0.0], [84.87, 14.12, 26.04, 35.05, 0.0, 0.0, 1.0, 0.0], [76.35, 14.27, 75.56, 30.3, 0.0, 0.0, 1.0, 0.0], [98.31, 11.72, 16.42, 28.2, 0.0, 0.0, 1.0, 0.0], [87.91, 14.45, 66.37, 31.8, 0.0, 0.0, 1.0, 0.0], [94.92, 11.82, 6.75, 29.12, 0.0, 0.0, 1.0, 0.0], [90.36, 12.02, 63.37, 34.95, 0.0, 0.0, 1.0, 0.0], [75.39, 13.6, 50.79, 28.43, 0.0, 0.0, 1.0, 0.0], [89.0, 13.35, 60.84, 33.05, 0.0, 0.0, 1.0, 0.0], [76.29, 11.96, 2.06, 29.24, 0.0, 0.0, 1.0, 0.0]]"
VEH-001,2025-12-13T11:02:50.182553+00:00,0,0,0,,0.2245644444444444,88.21866666666666,105.16,9.73404942571293,17.271007628213813,13.177333333333333,11.72,0.37657301072418564,7.75,-32.804644320586476,-0.462666666666667,1,1,0,1,0,11,5,15,1.1684321166666665,15,"[[84.27, 12.87, 46.08, 35.59, 0.0, 0.0, 1.0, 0.0], [77.21, 14.45, 57.81, 29.33, 0.0, 0.0, 1.0, 0.0], [105.16, 12.14, 36.93, 31.27, 0.0, 0.0, 1.0, 0.0], [97.15, 14.51, 67.31, 29.54, 0.0, 0.0, 1.0, 0.0], [81.64, 13.95, 33.61, 32.47, 0.0, 0.0, 1.0, 0.0], [84.87, 14.12, 26.04, 35.05, 0.0, 0.0, 1.0, 0.0], [76.35, 14.27, 75.56, 30.3, 0.0, 0.0, 1.0, 0.0], [98.31, 11.72, 16.42, 28.2, 0.0, 0.0, 1.0, 0.0], [87.91, 14.45, 66.37, 31.8, 0.0, 0.0, 1.0, 0.0], [94.92, 11.82, 6.75, 29.12, 0.0, 0.0, 1.0, 0.0], [90.36, 12.02, 63.37, 34.95, 0.0, 0.0, 1.0, 0.0], [75.39, 13.6, 50.79, 28.43, 0.0, 0.0, 1.0, 0.0], [89.0, 13.35, 60.84, 33.05, 0.0, 0.0, 1.0, 0.0], [76.29, 11.96, 2.06, 29.24, 0.0, 0.0, 1.0, 0.0], [104.45, 12.43, 7.75, 34.72, 1.0, 0.0, 1.0, 0.0]]"
VEH-001,2025-12-13T11:02:55.198071+00:00,0,0,0,,0.29927656249999995,87.759375,105.16,9.591348620469127,-2.715602715043614,13.228125,11.72,-0.8945514826026053,43.2,-2.3002752409781224,-0.6225000000000003,1,1,0,1,0,11,5,16,1.2520240833333331,16,"[[84.27, 12.87, 46.08, 35.59, 0.0, 0.0, 1.0, 0.0], [77.21, 14.45, 57.81, 29.33, 0.0, 0.0, 1.0, 0.0], [105.16, 12.14, 36.93, 31.27, 0.0, 0.0, 1.0, 0.0], [97.15, 14.51, 67.31, 29.54, 0.0, 0.0, 1.0, 0.0], [81.64, 13.95, 33.61, 32.47, 0.0, 0.0, 1.0, 0.0], [84.87, 14.12, 26.04, 35.05, 0.0, 0.0, 1.0, 0.0], [76.35, 14.27, 75.56, 30.3, 0.0, 0.0, 1.0, 0.0], [98.31, 11.72, 16.42, 28.2, 0.0, 0.0, 1.0, 0.0], [87.91, 14.45, 66.37, 31.8, 0.0, 0.0, 1.0, 0.0], [94.92, 11.82, 6.75, 29.12, 0.0, 0.0, 1.0, 0.0], [90.36, 12.02, 63.37, 34.95, 0.0, 0.0, 1.0, 0.0], [75.39, 13.6, 50.79, 28.43, 0.0, 0.0, 1.0, 0.0], [89.0, 13.35, 60.84, 33.05, 0.0, 0.0, 1.0, 0.0], [76.29, 11.96, 2.06, 29.24, 0.0, 0.0, 1.0, 0.0], [104.45, 12.43, 7.75, 34.72, 1.0, 0.0, 1.0, 0.0], [80.87, 13.99, 43.2, 28.98, 0.0, 0.0, 1.0, 0.0]]"
VEH-001,2025-12-13T11:03:00.223804+00:00,0,0,0,,0.23631921568627448,88.19058823529411,105.16,9.46349175117554,8.100098047120268,13.164117647058823,11.72,0.5464946002216063,14.34,-23.761285768539476,-0.37294117647058866,1,1,0,1,0,11,5,17,1.3357862999999999,17,"[[84.27, 12.87, 46.08, 35.59, 0.0, 0.0, 1.0, 0.0], [77.21, 14.45, 57.81, 29.33, 0.0, 0.0, 1.0, 0.0], [105.16, 12.14, 36.93, 31.27, 0.0, 0.0, 1.0, 0.0], [97.15, 14.51, 67.31, 29.54, 0.0, 0.0, 1.0, 0.0], [81.64, 13.95, 33.61, 32.47, 0.0, 0.0, 1.0, 0.0], [84.87, 14.12, 26.04, 35.05, 0.0, 0.0, 1.0, 0.0], [76.35, 14.27, 75.56, 30.3, 0.0, 0.0, 1.0, 0.0], [98.31, 11.72, 16.42, 28.2, 0.0, 0.0, 1.0, 0.0], [87.91, 14.45, 66.37, 31.8, 0.0, 0.0, 1.0, 0.0], [94.92, 11.82, 6.75, 29.12, 0.0, 0.0, 1.0, 0.0], [90.36, 12.02, 63.37, 34.95, 0.0, 0.0, 1.0, 0.0], [75.39, 13.6, 50.79, 28.43, 0.0, 0.0, 1.0, 0.0], [89.0, 13.35, 60.84, 33.05, 0.0, 0.0, 1.0, 0.0], [76.29, 11.96, 2.06, 29.24, 0.0, 0.0, 1.0, 0.0], [104.45, 12.43, 7.75, 34.72, 1.0, 0.0, 1.0, 0.0], [80.87, 13.99, 43.2, 28.98, 0.0, 0.0, 1.0, 0.0], [95.09, 12.14, 14.34, 35.62, 0.0, 0.0, 1.0, 0.0]]"
VEH-002,2025-12-13T11:01:40.076626+00:00,0,0,1,0.5003387,0.18281333333333327,84.37,84.37,0.0,0.0,11.9,11.9,0.0,60.24,0.0,1.9399999999999977,0,0,1,0,0,11,5,1,0.0,1,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:01:45.077237+00:00,0,0,1,0.41699518333333335,0.1121158333333333,86.795,89.22,2.424999999999997,58.192888828985026,12.344999999999999,11.9,-10.678695063463229,23.61,-439.50629233107713,1.7300000000000004,0,0,1,0,0,11,5,2,0.08334351666666667,2,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:01:50.080263+00:00,0,0,1,0.33361141666666666,0.30526444444444445,84.51333333333334,89.22,3.785818566997395,-26.51035818272895,12.796666666666667,11.9,-10.796073468079653,52.11,-48.76226516415981,2.356666666666667,1,1,1,0,0,11,5,3,0.16672728333333334,3,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:01:55.089611+00:00,0,0,1,0.2501222833333333,0.3059425,85.425,89.22,3.639055509332055,15.146887844089601,12.9125,11.9,-5.43529484642794,59.29,-3.7967133118430594,1.6725000000000003,1,1,1,0,0,11,5,4,0.25021641666666666,4,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:02:00.079126+00:00,0,0,1,0.16696370000000002,0.32513,87.99600000000001,98.28,6.085584934909708,41.72478440194974,13.084,11.9,-5.609298837645292,61.26,3.059617547806512,1.6140000000000008,1,1,1,0,0,11,5,5,0.33337500000000003,5,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0], [98.28, 13.77, 61.26, 33.38, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:02:05.093384+00:00,0,0,1,0.08339273333333333,0.2636786111111111,90.96833333333332,105.83,8.662319582857442,51.46949896545346,12.885,11.89,0.02398392309666933,31.54,-68.83385928744245,0.7766666666666673,1,1,1,0,0,11,5,6,0.41694596666666667,6,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0], [98.28, 13.77, 61.26, 33.38, 0.0, 1.0, 0.0, 0.0], [105.83, 11.89, 31.54, 28.59, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:02:10.096948+00:00,1,0,1,0.0,0.2653428571428571,90.70428571428572,105.83,8.045788351931812,9.493569056321247,13.038571428571428,11.89,-4.117211001267742,36.55,-47.34792651457903,0.23571428571428601,1,1,1,0,0,11,5,7,0.5003387,7,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0], [98.28, 13.77, 61.26, 33.38, 0.0, 1.0, 0.0, 0.0], [105.83, 11.89, 31.54, 28.59, 0.0, 1.0, 0.0, 0.0], [89.12, 13.96, 36.55, 28.99, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:02:15.103433+00:00,0,0,0,,0.31273291666666664,91.3175,105.83,7.699032000842702,19.253824649217947,12.95875,11.89,-0.8564868616200159,61.33,1.867141358331628,-0.1974999999999998,1,1,1,0,0,11,5,8,0.5837801166666666,8,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0], [98.28, 13.77, 61.26, 33.38, 0.0, 1.0, 0.0, 0.0], [105.83, 11.89, 31.54, 28.59, 0.0, 1.0, 0.0, 0.0], [89.12, 13.96, 36.55, 28.99, 0.0, 1.0, 0.0, 0.0], [95.61, 12.4, 61.33, 28.77, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:02:20.121896+00:00,0,0,0,,0.245887037037037,93.07777777777778,107.16,8.802135823862772,34.14635486288392,13.008888888888889,11.89,-2.2624394841138535,28.1,-48.15550001286044,0.23888888888888873,1,1,1,0,0,11,5,9,0.6674211666666667,9,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0], [98.28, 13.77, 61.26, 33.38, 0.0, 1.0, 0.0, 0.0], [105.83, 11.89, 31.54, 28.59, 0.0, 1.0, 0.0, 0.0], [89.12, 13.96, 36.55, 28.99, 0.0, 1.0, 0.0, 0.0], [95.61, 12.4, 61.33, 28.77, 0.0, 1.0, 0.0, 0.0], [107.16, 13.41, 28.1, 35.73, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:02:25.135829+00:00,0,0,0,,0.24098499999999998,94.718,109.48,9.692409194828702,33.43601084111497,12.944999999999999,11.89,-0.6258432933223416,25.39,-46.405614409114165,0.16799999999999998,1,1,1,0,0,11,5,10,0.7509867166666666,10,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0], [98.28, 13.77, 61.26, 33.38, 0.0, 1.0, 0.0, 0.0], [105.83, 11.89, 31.54, 28.59, 0.0, 1.0, 0.0, 0.0], [89.12, 13.96, 36.55, 28.99, 0.0, 1.0, 0.0, 0.0], [95.61, 12.4, 61.33, 28.77, 0.0, 1.0, 0.0, 0.0], [107.16, 13.41, 28.1, 35.73, 0.0, 1.0, 0.0, 0.0], [109.48, 12.37, 25.39, 31.53, 0.0, 1.0, 0.0, 0.0]]"
VEH-002,2025-12-13T11:02:30.147108+00:00,0,0,0,,0.2349710606060606,93.75727272727272,109.48,9.727924277244433,-0.2636283788919773,12.860909090909091,11.89,-0.143797297577442,21.37,-46.57834130696006,-0.1454545454545456,1,1,1,0,0,11,5,11,0.8345080333333333,11,"[[84.37, 11.9, 60.24, 33.94, 0.0, 1.0, 0.0, 0.0], [89.22, 12.79, 23.61, 33.52, 0.0, 1.0, 0.0, 0.0], [79.95, 13.7, 52.11, 35.61, 1.0, 1.0, 0.0, 0.0], [88.16, 13.26, 59.29, 31.62, 0.0, 1.0, 0.0, 0.0], [98.28, 13.77, 61.26, 33.38, 0.0, 1.0, 0.0, 0.0], [105.83, 11.89, 31.54, 28.59, 0.0, 1.0, 0.0, 0.0], [89.12, 13.96, 36.55, 28.99, 0.0, 1.0, 0.0, 0.0], [95.61, 12.4, 61.33, 28.77, 0.0, 1.0, 0.0, 0.0], [107.16, 13.41, 28.1, 35.73, 0.0, 1.0, 0.0, 0.0], [109.48, 12.37, 25.39, 31.53, 0.0, 1.0, 0.0, 0.0], [84.15, 12.02, 21.37, 28.72, 0.0, 1.0, 0.0, 0.0]]"
